DIMENSION:14473,
13600,87433.3333
13683.3333,86833.3333
13550,86900
13883.3333,87883.3333
13733.3333,87700
14583.3333,88450
14550,88883.3333
13716.6667,87483.3333
13816.6667,87416.6667
13816.6667,87266.6667
13816.6667,87700
13700,87616.6667
13616.6667,86966.6667
14033.3333,88533.3333
13816.6667,87266.6667
13916.6667,87083.3333
14050,88516.6667
14900,88383.3333
14116.6667,87850
13600,87433.3333
13816.6667,87700
14333.3333,88250
14050,88433.3333
13816.6667,87116.6667
13733.3333,86800
13716.6667,87583.3333
13683.3333,87500
13666.6667,86950
13200,86983.3333
15833.3333,87850
14200,87916.6667
13700,87483.3333
15150,87366.6667
15116.6667,87300
14383.3333,86750
14316.6667,87050
13716.6667,87583.3333
13633.3333,87050
13550,87133.3333
13516.6667,87333.3333
14666.6667,87783.3333
14300,88733.3333
14950,87466.6667
14783.3333,88716.6667
14816.6667,86550
13950,87300
15583.3333,87766.6667
14833.3333,88500
14583.3333,88566.6667
13950,87300
15133.3333,87116.6667
15133.3333,87116.6667
13650,87050
15083.3333,86466.6667
14100,88600
13683.3333,86833.3333
13550,86900
13350,87133.3333
14250,87200
13516.6667,87233.3333
13516.6667,87233.3333
14566.6667,88116.6667
13716.6667,86883.3333
14033.3333,87500
14066.6667,86933.3333
13966.6667,87350
13833.3333,86666.6667
13433.3333,87400
14850,87900
14250,86783.3333
13833.3333,86666.6667
14216.6667,88600
14750,88216.6667
14750,88216.6667
14050,88500
14583.3333,88800
14583.3333,88800
15750,87250
15750,87250
15633.3333,86033.3333
15366.6667,88100
15366.6667,87000
15333.3333,88183.3333
14933.3333,88450
14916.6667,87916.6667
14900,88250
14450,86766.6667
13800,87233.3333
13816.6667,88316.6667
13566.6667,87550
15033.3333,89083.3333
15783.3333,86500
15783.3333,86800
14800,88200
15700,86500
14583.3333,87133.3333
15666.6667,87766.6667
14600,87116.6667
14583.3333,88816.6667
14233.3333,88450
13583.3333,86916.6667
14150,87883.3333
14883.3333,88900
14483.3333,88766.6667
14150,87883.3333
13700,86783.3333
15050,88066.6667
14333.3333,87900
13783.3333,87150
14350,87200
14966.6667,87133.3333
14800,88483.3333
14050,88133.3333
13166.6667,87433.3333
14666.6667,89050
15050,88200
14466.6667,87983.3333
15450,87700
15116.6667,88233.3333
14316.6667,86516.6667
15383.3333,87916.6667
13066.6667,86983.3333
14966.6667,83800
14966.6667,83800
15033.3333,83700
15966.6667,86450
15783.3333,84583.3333
16483.3333,85866.6667
15983.3333,84983.3333
15716.6667,87133.3333
15716.6667,87133.3333
15666.6667,86066.6667
14650,86200
14650,86200
16333.3333,86600
15700,87633.3333
13333.3333,87000
13333.3333,87000
15316.6667,83583.3333
14150,88500
14900,87666.6667
15066.6667,88100
14750,86483.3333
14466.6667,86833.3333
13833.3333,88316.6667
13800,88366.6667
13650,87250
15450,87950
14816.6667,88366.6667
15366.6667,87916.6667
14483.3333,88766.6667
13483.3333,87400
15533.3333,86116.6667
14533.3333,88583.3333
14116.6667,88683.3333
15383.3333,83700
15166.6667,87266.6667
13733.3333,87666.6667
14533.3333,88583.3333
14666.6667,88933.3333
15266.6667,88016.6667
14650,88616.6667
14666.6667,88933.3333
14866.6667,88750
15266.6667,88016.6667
13966.6667,88183.3333
14983.3333,87100
14800,85900
15850,85233.3333
15833.3333,85166.6667
13833.3333,88350
13433.3333,87333.3333
15383.3333,83700
14916.6667,87466.6667
14850,87133.3333
14816.6667,87000
14700,88716.6667
14600,86816.6667
14566.6667,86683.3333
14450,87916.6667
14383.3333,87916.6667
14250,88950
14066.6667,87266.6667
13900,86983.3333
13750,87333.3333
13666.6667,87366.6667
14866.6667,89066.6667
13666.6667,87366.6667
13516.6667,87000
14500,88500
14700,88700
15950,85766.6667
14100,88466.6667
14150,88400
13516.6667,87150
14116.6667,88316.6667
14116.6667,88283.3333
14150,88433.3333
14150,88450
14083.3333,88316.6667
15100,86033.3333
15400,86683.3333
13783.3333,87600
14933.3333,87850
14766.6667,86266.6667
13783.3333,87600
15033.3333,83250
15250,88466.6667
15183.3333,85983.3333
15166.6667,86800
14933.3333,87850
14766.6667,86266.6667
14666.6667,88000
14616.6667,87466.6667
14500,88033.3333
14366.6667,86816.6667
14066.6667,88383.3333
13600,87516.6667
15500,85666.6667
15266.6667,88550
15116.6667,88083.3333
14850,87000
14666.6667,88816.6667
14466.6667,88616.6667
14166.6667,87133.3333
14016.6667,88066.6667
13866.6667,86616.6667
13550,87116.6667
14750,85166.6667
14433.3333,89116.6667
14850,86516.6667
14433.3333,89116.6667
15633.3333,87150
14933.3333,87916.6667
13983.3333,87000
15466.6667,86333.3333
14633.3333,88866.6667
14633.3333,88850
15433.3333,83833.3333
14916.6667,86300
14416.6667,87950
13450,87700
13250,87250
14916.6667,89016.6667
14850,89216.6667
14383.3333,87050
15216.6667,87283.3333
14950,87283.3333
14866.6667,89166.6667
14683.3333,88900
14383.3333,87050
14366.6667,88416.6667
14300,88516.6667
14216.6667,88816.6667
13716.6667,87283.3333
13833.3333,87283.3333
13716.6667,87283.3333
15250,88300
14500,88450
13783.3333,87050
15357.7778,88565.8333
15216.6667,86500
15133.3333,88233.3333
15100,86450
15083.3333,88050
15050,87633.3333
15050,86833.3333
15016.6667,88316.6667
15000,86733.3333
14950,88166.6667
14933.3333,87300
14883.3333,88066.6667
14866.6667,86200
14800,88900
14800,88833.3333
14783.3333,84933.3333
14766.6667,88800
14716.6667,88950
14666.6667,87950
14650,88483.3333
14550,88866.6667
14483.3333,88450
14466.6667,89133.3333
14433.3333,88333.3333
14400,86133.3333
14383.3333,88950
14383.3333,88366.6667
14366.6667,88733.3333
14300,88700
14283.3333,88200
14216.6667,88433.3333
14183.3333,86900
14166.6667,86283.3333
14150,86733.3333
14116.6667,88433.3333
14100,87900
14083.3333,88333.3333
14050,88600
13966.6667,88066.6667
13966.6667,87383.3333
13966.6667,86750
13916.6667,87333.3333
13916.6667,87300
13900,88350
13850,87016.6667
13800,88250
13800,87300
13716.6667,87283.3333
13716.6667,86850
13650,86800
13583.3333,86783.3333
13550,86866.6667
13516.6667,87116.6667
13500,87083.3333
13250,87183.3333
15466.6667,86683.3333
14933.3333,88383.3333
13800,87450
13500,87166.6667
14916.6667,88416.6667
14666.6667,87733.3333
14166.6667,87183.3333
13816.6667,87283.3333
13933.3333,87333.3333
15316.6667,85833.3333
14800,88783.3333
14566.6667,87116.6667
15400,87133.3333
15616.6667,87183.3333
15500,86616.6667
15316.6667,85833.3333
14300,88483.3333
13366.6667,87000
15450,87500
15000,87933.3333
13883.3333,88400
13883.3333,88250
13833.3333,87683.3333
13300,86883.3333
14783.3333,84900
15600,87933.3333
14816.6667,87333.3333
14566.6667,87750
13850,87533.3333
13816.6667,87250
14283.3333,88600
13850,87533.3333
13816.6667,87233.3333
14850,86483.3333
13783.3333,87233.3333
13650,87050
13400,87116.6667
14250,87050
15516.6667,86350
15366.6667,83733.3333
15100,83333.3333
14100,88266.6667
13883.3333,87516.6667
15233.3333,85933.3333
15233.3333,85933.3333
15233.3333,85933.3333
13700,87250
13700,87250
13766.6667,87466.6667
13566.6667,87466.6667
15633.3333,88233.3333
15100,87966.6667
15083.3333,88483.3333
14200,87950
13450,87183.3333
14166.6667,87266.6667
15250,88000
15216.6667,85866.6667
15150,87883.3333
15050,87166.6667
14933.3333,88366.6667
14066.6667,86866.6667
13800,87400
13766.6667,87300
13716.6667,86816.6667
13600,87066.6667
13516.6667,87066.6667
14616.6667,88766.6667
14966.6667,88100
14283.3333,88450
14250,88666.6667
15066.6667,83300
15033.3333,87283.3333
14400,87600
14833.3333,87683.3333
14183.3333,88516.6667
15100,88483.3333
15383.3333,88600
14566.6667,87833.3333
15683.3333,87766.6667
15633.3333,87950
13933.3333,87350
13916.6667,87300
14450,87800
15166.6667,87150
14450,87800
15666.6667,86466.6667
14250,87683.3333
13800,86650
13816.6667,86800
14916.6667,87933.3333
13733.3333,87616.6667
15033.3333,88333.3333
14266.6667,87033.3333
13150,87066.6667
14266.6667,87033.3333
15666.6667,86466.6667
14783.3333,88683.3333
14033.3333,87500
14333.3333,87883.3333
14700,88700
14700,88700
15300,85633.3333
15316.6667,83583.3333
15016.6667,88883.3333
14866.6667,88916.6667
15000,88916.6667
13766.6667,87616.6667
14900,86700
15283.3333,88233.3333
14183.3333,88516.6667
14766.6667,88616.6667
14916.6667,87900
14566.6667,87733.3333
14433.3333,88333.3333
14350,88883.3333
15533.3333,87433.3333
15266.6667,88033.3333
14283.3333,87666.6667
15100,88083.3333
15800,86083.3333
14900,88933.3333
14900,88933.3333
14900,88933.3333
14716.6667,86216.6667
14016.6667,88316.6667
15600,86283.3333
15366.6667,87566.6667
14883.3333,88366.6667
14850,88866.6667
14816.6667,87616.6667
14433.3333,87183.3333
14333.3333,88600
14083.3333,88566.6667
14016.6667,87783.3333
14000,87633.3333
13700,86933.3333
13633.3333,87600
13700,86933.3333
14716.6667,86216.6667
14733.3333,88133.3333
14850,88700
15233.3333,83466.6667
15166.6667,83483.3333
14333.3333,87883.3333
14900,87833.3333
14900,87833.3333
13816.6667,87233.3333
14983.3333,88016.6667
14983.3333,88016.6667
13766.6667,87616.6667
14200,88833.3333
13583.3333,86883.3333
13583.3333,86883.3333
15316.6667,88366.6667
14950,87333.3333
14366.6667,87783.3333
13883.3333,87666.6667
14566.6667,86500
14866.6667,88500
13950,86583.3333
14133.3333,87950
14133.3333,87950
15700,84866.6667
14533.3333,89200
15950,85850
14916.6667,88583.3333
14766.6667,87550
15033.3333,87766.6667
14533.3333,88516.6667
15033.3333,87766.6667
13800,87050
13900,86966.6667
14866.6667,86300
14866.6667,86300
15016.6667,88200
14900,86816.6667
14900,86800
14800,87650
13800,87050
14200,88833.3333
14633.3333,88650
15416.6667,87916.6667
15350,86866.6667
15066.6667,87733.3333
15350,86766.6667
15350,86733.3333
15416.6667,87900
15450,86716.6667
15733.3333,87250
15500,86650
15333.3333,88083.3333
15350,86833.3333
15100,88733.3333
15416.6667,87983.3333
15716.6667,87466.6667
15533.3333,86666.6667
15416.6667,87933.3333
15350,86833.3333
15483.3333,86633.3333
15350,87866.6667
16400,86283.3333
14483.3333,87916.6667
14483.3333,87916.6667
15150,88716.6667
14933.3333,86283.3333
14416.6667,87883.3333
15766.6667,87850
14533.3333,87750
15916.6667,86033.3333
14550,86650
13433.3333,87566.6667
14666.6667,88233.3333
14533.3333,87733.3333
15216.6667,87100
15016.6667,88566.6667
15700,88050
15266.6667,88033.3333
15666.6667,87016.6667
15666.6667,87016.6667
15550,86683.3333
13716.6667,86850
14000,88383.3333
13766.6667,87300
13800,88400
14066.6667,88583.3333
15250,86250
15100,86850
14633.3333,88650
15383.3333,87783.3333
15450,87766.6667
15333.3333,88333.3333
15233.3333,86516.6667
15216.6667,87566.6667
14883.3333,88866.6667
14766.6667,86516.6667
14666.6667,88766.6667
14633.3333,88650
14533.3333,87733.3333
14083.3333,88750
15250,88200
14666.6667,87966.6667
15250,88200
15250,86250
14866.6667,87333.3333
14783.3333,86500
14666.6667,87966.6667
13816.6667,86683.3333
15816.6667,87900
14950,85133.3333
14950,85133.3333
15983.3333,85016.6667
15016.6667,88566.6667
14733.3333,88750
14733.3333,88750
13866.6667,87216.6667
13800,87300
14583.3333,88883.3333
15400,86616.6667
15466.6667,87966.6667
15400,86616.6667
15383.3333,88316.6667
15333.3333,86650
15133.3333,87050
15066.6667,88433.3333
14716.6667,87033.3333
14716.6667,86350
14666.6667,87733.3333
14583.3333,87366.6667
14566.6667,86233.3333
13616.6667,87050
13616.6667,86933.3333
13533.3333,87033.3333
13483.3333,86783.3333
15200,83433.3333
14966.6667,86416.6667
14516.6667,86850
15166.6667,88650
14366.6667,89016.6667
14800,88800
14383.3333,88283.3333
13600,87716.6667
15166.6667,87266.6667
15683.3333,86600
13950,87683.3333
15100,88100
14883.3333,87483.3333
15333.3333,87566.6667
15183.3333,87766.6667
15100,86666.6667
14800,87400
14700,87850
14900,88350
14900,88350
13916.6667,87650
13766.6667,87466.6667
13366.6667,87716.6667
13483.3333,87033.3333
14383.3333,87733.3333
14383.3333,87733.3333
15033.3333,86633.3333
14816.6667,87000
15333.3333,87000
13633.3333,87550
13566.6667,87533.3333
16000,85116.6667
15466.6667,87016.6667
14566.6667,87866.6667
13300,87066.6667
16000,85116.6667
14716.6667,86350
14566.6667,86233.3333
14483.3333,88783.3333
14416.6667,88466.6667
14816.6667,88333.3333
15366.6667,88116.6667
14816.6667,88333.3333
13250,87216.6667
13933.3333,87100
13316.6667,87033.3333
14783.3333,88833.3333
13900,87750
13900,87750
16400,86333.3333
13916.6667,86966.6667
14716.6667,88650
14683.3333,88766.6667
13416.6667,86933.3333
14416.6667,88600
14750,86816.6667
14000,88083.3333
13366.6667,86983.3333
16283.3333,86583.3333
16283.3333,86583.3333
13350,86750
14350,88666.6667
14166.6667,87266.6667
13583.3333,87033.3333
14066.6667,87950
13550,87366.6667
13716.6667,87583.3333
13716.6667,87583.3333
15066.6667,88333.3333
13966.6667,88300
13716.6667,87583.3333
14066.6667,88583.3333
13300,87366.6667
15400,88233.3333
15783.3333,86533.3333
15050,86650
14883.3333,86166.6667
14816.6667,87966.6667
14583.3333,87583.3333
14416.6667,86116.6667
14233.3333,88700
14066.6667,86866.6667
13950,86516.6667
13833.3333,86666.6667
13683.3333,87383.3333
13633.3333,87233.3333
13533.3333,86900
13333.3333,86750
13833.3333,87283.3333
14433.3333,89133.3333
13700,86883.3333
15066.6667,88333.3333
13966.6667,88300
15033.3333,87500
14300,88550
14100,88300
14083.3333,88616.6667
14066.6667,88583.3333
13850,88366.6667
14116.6667,88483.3333
14300,88550
14100,88300
14083.3333,88616.6667
13850,88366.6667
14583.3333,87633.3333
14116.6667,88483.3333
14166.6667,87266.6667
13766.6667,87466.6667
15033.3333,88033.3333
15000,83166.6667
15033.3333,88033.3333
15033.3333,88033.3333
15766.6667,86816.6667
13516.6667,86866.6667
13366.6667,87083.3333
14933.3333,87583.3333
15666.6667,87450
14800,87216.6667
14800,87216.6667
14516.6667,88283.3333
14550,88316.6667
14950,87616.6667
14916.6667,86300
14600,88850
14833.3333,89100
14050,88000
15100,87666.6667
15100,87666.6667
14433.3333,87550
15600,86216.6667
15033.3333,88033.3333
14783.3333,88600
15483.3333,84333.3333
15800,84283.3333
15800,84283.3333
13516.6667,87033.3333
13616.6667,87250
15750,86966.6667
15766.6667,87833.3333
15133.3333,84766.6667
15766.6667,87833.3333
15766.6667,87833.3333
15133.3333,84766.6667
15133.3333,84766.6667
14600,84516.6667
15383.3333,88000
15383.3333,88000
14733.3333,88933.3333
14866.6667,87650
14550,87700
14116.6667,87200
15916.6667,85216.6667
15816.6667,86700
15700,87283.3333
15666.6667,88083.3333
15483.3333,88183.3333
15466.6667,87816.6667
15466.6667,86400
15350,86933.3333
15350,86733.3333
15333.3333,87983.3333
15316.6667,87783.3333
15300,87116.6667
15116.6667,87650
15083.3333,87650
15066.6667,89066.6667
15033.3333,88966.6667
15016.6667,88616.6667
14850,87916.6667
14833.3333,88566.6667
14733.3333,87966.6667
14600,88216.6667
14433.3333,88600
14350,86566.6667
13983.3333,88300
13933.3333,87800
13900,87033.3333
13866.6667,86450
13616.6667,87733.3333
13366.6667,87000
14200,87916.6667
15950,85016.6667
15700,87916.6667
15650,88166.6667
15616.6667,85033.3333
15550,84916.6667
15466.6667,88133.3333
15383.3333,87816.6667
15350,86650
15316.6667,88400
15166.6667,88283.3333
15166.6667,88133.3333
15150,88633.3333
15100,87300
15000,88933.3333
15000,87700
14983.3333,89083.3333
14983.3333,88816.6667
14983.3333,85050
14950,87983.3333
14916.6667,88716.6667
14900,88050
14850,89116.6667
14800,88300
14766.6667,88600
14750,88300
14716.6667,84283.3333
14416.6667,87500
14216.6667,88650
14200,86566.6667
14166.6667,87866.6667
14166.6667,86800
14133.3333,88466.6667
14116.6667,87983.3333
13883.3333,87050
13816.6667,87233.3333
13816.6667,86650
13783.3333,87616.6667
13750,87316.6667
13733.3333,87033.3333
13616.6667,87033.3333
13283.3333,87383.3333
14683.3333,87183.3333
14566.6667,87850
14983.3333,85050
15366.6667,87950
14150,86466.6667
14600,84516.6667
15866.6667,85066.6667
15750,84483.3333
15950,84950
15933.3333,84900
14850,88383.3333
14850,88383.3333
15450,87716.6667
15483.3333,87800
15766.6667,85850
16333.3333,86500
15766.6667,85850
15750,84483.3333
15750,84483.3333
15083.3333,88200
15450,87066.6667
14583.3333,87133.3333
15316.6667,84650
15666.6667,87850
13450,87716.6667
15316.6667,87900
13483.3333,87083.3333
15150,88400
15483.3333,87866.6667
15300,86116.6667
13816.6667,87666.6667
13916.6667,87233.3333
15733.3333,85733.3333
15700,86866.6667
14566.6667,88600
14850,89116.6667
14850,89116.6667
15383.3333,86716.6667
15616.6667,87400
14033.3333,88050
13933.3333,87216.6667
16400,86366.6667
13483.3333,87083.3333
15466.6667,86416.6667
15800,86800
15483.3333,86416.6667
15466.6667,86416.6667
15750,87050
15750,87050
14983.3333,86416.6667
14816.6667,86216.6667
14783.3333,89150
14550,88833.3333
15500,85550
14616.6667,84433.3333
15666.6667,88183.3333
15966.6667,85750
15783.3333,86866.6667
15766.6667,87200
15766.6667,87200
15083.3333,86816.6667
16516.6667,85883.3333
15583.3333,87783.3333
14300,85200
14300,85200
15316.6667,84633.3333
15316.6667,84633.3333
15316.6667,84633.3333
15266.6667,87583.3333
15716.6667,87933.3333
14550,86166.6667
16400,86450
16400,86450
15916.6667,86166.6667
15883.3333,84800
14683.3333,87616.6667
15450,88083.3333
15450,88083.3333
15600,86566.6667
15450,88083.3333
14833.3333,88500
13366.6667,87333.3333
15300,85850
15050,83333.3333
14816.6667,88550
15766.6667,87200
14733.3333,86950
15766.6667,87200
15633.3333,87100
15800,86416.6667
14483.3333,88800
15750,87933.3333
14800,88766.6667
14500,88483.3333
14483.3333,88800
15716.6667,86583.3333
15133.3333,87933.3333
13383.3333,86983.3333
15183.3333,84683.3333
15050,83616.6667
15050,83616.6667
14850,89050
14650,86833.3333
16000,85033.3333
15550,87716.6667
16000,85033.3333
15550,87716.6667
14300,87083.3333
14683.3333,87050
14683.3333,87050
14750,88766.6667
14450,88566.6667
14450,87066.6667
14416.6667,87783.3333
14266.6667,87916.6667
14083.3333,88483.3333
14316.6667,88150
13916.6667,88216.6667
14100,86683.3333
15583.3333,87933.3333
13866.6667,88300
13466.6667,87100
15083.3333,88100
15083.3333,88100
15916.6667,87716.6667
15850,84616.6667
15800,84283.3333
13383.3333,86850
13283.3333,87466.6667
14683.3333,87983.3333
14566.6667,87416.6667
15816.6667,85166.6667
16000,85866.6667
13883.3333,86783.3333
13816.6667,86950
15616.6667,85266.6667
13866.6667,88316.6667
13866.6667,87600
15200,88716.6667
15700,88233.3333
15783.3333,87266.6667
15916.6667,87716.6667
15783.3333,87266.6667
15700,88233.3333
15916.6667,87716.6667
15800,84283.3333
15700,88233.3333
15233.3333,83416.6667
15666.6667,88183.3333
15983.3333,85783.3333
15833.3333,87816.6667
15366.6667,83733.3333
15966.6667,85750
15233.3333,83416.6667
15383.3333,83716.6667
15133.3333,88100
15383.3333,83716.6667
13900,87516.6667
15216.6667,86050
13516.6667,86883.3333
13450,87716.6667
14816.6667,89133.3333
14816.6667,89116.6667
14700,88366.6667
15733.3333,87966.6667
14866.6667,88916.6667
15266.6667,88233.3333
16433.3333,86150
15983.3333,84983.3333
14250,88783.3333
13833.3333,87150
13750,87166.6667
15983.3333,84983.3333
15766.6667,87850
13366.6667,86966.6667
15066.6667,83300
14283.3333,89000
14583.3333,88816.6667
14283.3333,89000
15250,88300
15016.6667,88300
15266.6667,88450
16016.6667,85933.3333
14866.6667,88183.3333
13566.6667,86966.6667
14866.6667,88933.3333
14316.6667,87916.6667
13950,88266.6667
13816.6667,88333.3333
14550,89216.6667
13866.6667,88366.6667
14266.6667,86766.6667
15850,86283.3333
13816.6667,87100
15050,88700
15266.6667,86366.6667
14750,88233.3333
15883.3333,84800
15683.3333,84900
15483.3333,86333.3333
15483.3333,86633.3333
15733.3333,87900
